"","tourism","lat","lon","place","name","website"
"466",1,47.422808,1.146665,France,366,NA
"467",1,48.36853,-3.8627471,France,NA,NA
"468",1,43.0271506,0.3552783,France,NA,NA
"469",1,43.0379339,0.3627027,France,NA,NA
"470",1,47.9826277,7.1194643,France,415,122
"471",1,44.5990272,2.3985986,France,327,NA
"472",1,48.8850372,2.1960197,France,539,NA
"473",1,45.4118248,4.2405353,France,330,140
"474",1,49.1423818,0.2290565,France,408,NA
"475",1,47.4658338,3.7469284,France,389,NA
"476",1,45.5351225,6.7711741,France,393,163
"477",1,43.9213113,4.3122535,France,555,NA
"478",1,47.7923427,0.4122874,France,526,NA
"479",1,48.8318743,2.3045521,France,335,113
"480",1,48.8340255,2.3533911,France,562,NA
"481",1,48.885206,3.3623751,France,476,NA
"482",1,44.6595745,6.640333,France,365,NA
"483",1,45.2626594,4.6534503,France,489,NA
"484",1,48.8879396,2.3792587,France,397,NA
"485",1,44.6218225,6.6322671,France,592,NA
"486",1,45.7868544,3.7778512,France,478,NA
"487",1,44.9230318,2.8385176,France,516,NA
"488",1,45.3673549,4.527947,France,496,NA
"489",1,42.8096917,0.3515927,France,443,NA
"490",1,47.3916653,1.0067836,France,595,NA
"491",1,45.4606163,5.8658376,France,544,NA
"492",1,42.4921223,2.1399643,France,455,NA
"493",1,42.4909464,2.1382834,France,461,NA
"494",1,43.1460767,2.2853673,France,584,NA
"495",1,47.8687105,-3.9171972,France,339,NA
"496",1,43.5746772,2.3796586,France,451,NA
"497",1,45.5388068,4.3303802,France,NA,NA
"498",1,47.7385784,7.3175678,France,358,150
"499",1,48.7274458,4.6201747,France,381,132
"500",1,46.0222204,3.7533185,France,NA,NA
"501",1,44.3220962,6.8610398,France,474,112
"502",1,46.8812573,-0.914274,France,568,NA
"503",1,48.8839843,2.3501705,France,432,NA
"504",1,43.88322,3.7213763,France,NA,NA
"505",1,5.7451803,-53.9388545,France,395,NA
"506",1,44.1816847,6.6260952,France,380,NA
"507",1,42.8619832,-0.391184,France,497,NA
"508",1,47.9020973,6.914433,France,420,157
"509",1,44.5959466,4.0541696,France,417,NA
"510",1,44.7594469,2.4611679,France,460,NA
"511",1,-17.497896,-149.8635533,France,591,NA
"512",1,-16.7225391,-151.0312445,France,503,NA
"513",1,-16.6344861,-151.5464819,France,589,NA
"514",1,-16.5828744,-151.4854134,France,564,NA
"515",1,-16.6840696,-151.4842118,France,NA,NA
"516",1,-16.6513032,-151.5227068,France,593,NA
"517",1,-16.8119159,-151.4133156,France,599,NA
"518",1,-16.7979068,-151.4010848,France,571,NA
"519",1,48.457114,-5.1228226,France,382,133
"520",1,48.5943036,-4.5695806,France,386,NA
"521",1,43.1587949,6.2200184,France,598,NA
"522",1,46.5650262,0.3111824,France,NA,NA
"523",1,44.2760625,5.2742529,France,409,NA
"524",1,49.502394,0.085923,France,NA,NA
"525",1,42.8172663,2.742344,France,384,NA
"526",1,48.8894057,2.4007914,France,343,NA
"527",1,46.7132397,6.1943601,France,454,NA
"528",1,47.3337889,4.096263,France,385,NA
"529",1,46.4850999,0.1849751,France,521,NA
"530",1,43.2576011,1.1991398,France,NA,NA
"531",1,-17.5402531,-149.5630701,France,590,NA
"532",1,47.7437442,-3.381864,France,NA,NA
"533",1,46.3837351,4.191378,France,557,120
"534",1,47.8305709,7.0108768,France,421,114
"535",1,42.955754,-0.2145168,France,435,144
"536",1,43.2222317,-0.8898688,France,NA,NA
"537",1,5.1789612,-54.3271511,France,556,NA
"538",1,46.1247616,3.108034,France,558,121
"539",1,43.6318653,3.8546046,France,491,NA
"540",1,45.9509801,5.6593164,France,NA,NA
"541",1,43.2448201,1.2894582,France,481,NA
"542",1,43.3016197,5.3792179,France,594,NA
"543",1,47.8397686,1.9412106,France,347,NA
"544",1,48.8886172,2.3628833,France,363,151
"545",1,47.79634,1.6267613,France,345,NA
"546",1,48.5254523,-2.784918,France,361,NA
"547",1,50.7162001,1.6084367,France,346,NA
"548",1,44.3642265,3.7382112,France,488,NA
"549",1,46.4390095,4.5809263,France,545,NA
"550",1,47.681913,6.0424503,France,NA,NA
"551",1,43.4901364,-0.5432639,France,NA,NA
"552",1,47.3980779,-0.3158726,France,NA,NA
"553",1,48.8839493,2.3443151,France,534,160
"554",1,45.7729704,3.5220066,France,NA,NA
"555",1,47.7664197,2.413997,France,NA,NA
"556",1,44.0657231,3.8296417,France,441,NA
"557",1,43.1632133,-1.23623,France,367,NA
"558",1,43.1636988,-1.2347022,France,576,162
"559",1,43.1632933,-1.2359706,France,588,NA
"560",1,42.5103584,8.8510663,France,446,NA
"561",1,48.8258494,7.4068112,France,431,NA
"562",1,43.1608624,-1.2380476,France,551,NA
"563",1,43.1616486,-1.2375799,France,522,NA
"564",1,43.1641446,-1.2364917,France,575,NA
"565",1,43.1178237,-1.2381426,France,479,NA
"566",1,48.6369447,4.9477371,France,NA,NA
"567",1,42.8768107,0.0137015,France,364,NA
"568",1,47.2328895,4.7460698,France,560,117
"569",1,43.2910137,3.2622528,France,596,NA
"570",1,43.6090696,1.4382772,France,518,145
"571",1,44.4423038,5.2876014,France,447,NA
"572",1,46.9217016,-0.7513189,France,520,NA
"573",1,48.8828234,2.3450709,France,531,NA
"574",1,43.2910137,3.2622528,France,596,NA
"575",1,42.4938425,2.1415655,France,487,146
"576",1,16.3554933,-61.7366856,France,569,NA
"577",1,44.3233447,3.5946518,France,485,NA
"578",1,44.3245954,3.5930621,France,464,NA
"579",1,43.6233843,0.7804265,France,565,NA
"580",1,43.1926901,-0.6049599,France,533,NA
"581",1,42.8726945,-0.5542814,France,484,NA
"582",1,45.5715841,5.9146755,France,546,NA
"583",1,45.5666965,5.9168079,France,559,NA
"584",1,45.5703326,5.9075873,France,566,NA
"585",1,43.253158,0.0732621,France,425,NA
"586",1,47.2818073,6.8691565,France,466,NA
"587",1,47.2806129,6.9158286,France,466,NA
"588",1,45.6793901,-0.3366619,France,428,NA
"589",1,48.0891189,6.9355877,France,351,130
"590",1,47.6275397,-3.0633741,France,458,NA
"591",1,46.9559018,6.0071314,France,416,115
"592",1,44.2265931,3.7679964,France,552,NA
"593",1,43.8444626,6.5096172,France,511,155
"594",1,48.191325,-1.1001131,France,406,NA
"595",1,48.8751368,2.3764455,France,373,NA
"596",1,46.4422697,4.1428517,France,404,NA
"597",1,46.4528292,4.1198753,France,502,149
"598",1,48.8782864,2.3694828,France,462,NA
"599",1,47.5430784,4.0366078,France,537,NA
"600",1,47.4648704,-1.4828546,France,440,NA
"601",1,48.6898254,6.8073255,France,525,NA
"602",1,48.7566357,7.0182154,France,402,NA
"603",1,45.1531331,2.6198593,France,465,NA
"604",1,48.8596575,2.4078391,France,403,NA
"605",1,47.4471702,5.5976512,France,523,152
"606",1,44.5003515,6.4561024,France,NA,NA
"607",1,16.343682,-61.7702517,France,581,NA
"608",1,16.331864,-61.7882798,France,NA,NA
"609",1,16.323609,-61.7836235,France,498,NA
"610",1,16.323434,-61.7861367,France,424,NA
"611",1,44.1880989,1.1638035,France,530,NA
"612",1,48.6028937,-2.1906619,France,507,126
"613",1,48.7317357,6.8804274,France,532,NA
"614",1,16.3277023,-61.7640814,France,NA,NA
"615",1,16.3222607,-61.7842838,France,NA,NA
"616",1,16.3172411,-61.7836508,France,561,NA
"617",1,16.2879861,-61.7920408,France,NA,NA
"618",1,16.3085557,-61.7903671,France,NA,NA
"619",1,16.2993962,-61.7964879,France,505,NA
"620",1,16.3084115,-61.7900988,France,NA,NA
"621",1,16.2728162,-61.8043682,France,586,NA
"622",1,47.0875774,6.0585979,France,398,134
"623",1,44.0625859,6.8172052,France,NA,NA
"624",1,48.2554857,4.7957739,France,515,NA
"625",1,44.5346567,5.1568987,France,405,NA
"626",1,42.4976588,2.0344306,France,513,NA
"627",1,48.1819977,7.1381412,France,419,138
"628",1,47.816305,6.8504276,France,418,158
"629",1,47.3433739,1.1073067,France,602,NA
"630",1,47.6515424,-2.7537257,France,410,NA
"631",1,43.8617465,5.369686,France,NA,NA
"632",1,44.6697572,6.6242717,France,453,153
"633",1,49.1119522,-1.0887646,France,429,NA
"634",1,42.8638338,0.3357355,France,438,NA
"635",1,45.5698031,5.9312797,France,554,NA
"636",1,45.5777688,5.8986784,France,504,NA
"637",1,45.755514,4.8456922,France,585,123
"638",1,43.5348709,5.4609824,France,333,127
"639",1,43.1626735,-1.2380713,France,371,NA
"640",1,43.1635531,-1.2353465,France,437,NA
"641",1,43.1631564,-1.2405534,France,439,NA
"642",1,43.1087807,-1.2389698,France,577,NA
"643",1,44.9186046,-0.6316754,France,563,NA
"644",1,45.2879321,6.9032187,France,567,NA
"645",1,45.7710363,4.8116313,France,401,135
"646",1,43.0420203,-0.0629938,France,407,NA
"647",1,47.5568594,3.7435285,France,383,NA
"648",1,47.2114916,3.5035793,France,579,NA
"649",1,47.0683196,-0.9035135,France,495,NA
"650",1,44.7590438,3.5224721,France,449,NA
"651",1,43.2848111,5.3961488,France,NA,NA
"652",1,49.177833,-0.5709796,France,NA,NA
"653",1,47.7102837,-2.7489986,France,NA,NA
"654",1,43.6968568,-1.0404959,France,509,NA
"655",1,44.6149648,5.4524627,France,436,NA
"656",1,43.108813,-1.239258,France,577,NA
"657",1,43.7071379,7.2690022,France,332,118
"658",1,46.8783486,5.8066685,France,452,147
"659",1,47.006384,-0.7470372,France,390,NA
"660",1,44.5137532,1.5111361,France,508,128
"661",1,44.8113583,0.8737978,France,341,NA
"662",1,45.307093,0.87243,France,572,NA
"663",1,45.7042045,1.0940702,France,578,NA
"664",1,45.8287298,1.2656415,France,328,NA
"665",1,17.904533,-62.8091594,France,501,NA
"666",1,47.4620857,4.4535946,France,547,NA
"667",1,45.1877428,0.7105967,France,572,NA
"668",1,44.6928972,0.0573314,France,578,NA
"669",1,44.842477,0.208842,France,580,NA
"670",1,45.5934649,3.8443559,France,540,119
"671",1,42.8678043,2.6577638,France,444,NA
"672",1,47.5621265,-3.1360703,France,510,NA
"673",1,45.9799028,6.9233992,France,483,NA
"674",1,45.267027,2.9943377,France,NA,NA
"675",1,42.2374675,8.6400328,France,463,NA
"676",1,47.0491307,2.8810867,France,391,NA
"677",1,48.8916219,2.3449588,France,527,NA
"678",1,48.8792695,2.3580176,France,587,156
"679",1,44.4280143,8.9293124,Italia,793,NA
"680",1,44.1100558,11.953155,Italia,846,NA
"681",1,45.4473981,11.0044801,Italia,843,NA
"682",1,41.8486495,12.3726076,Italia,825,NA
"683",1,41.9286549,12.5774177,Italia,NA,NA
"684",1,46.394884,11.386467,Italia,674,NA
"685",1,43.846443,10.5052078,Italia,NA,NA
"686",1,46.7080503,10.6928596,Italia,835,NA
"687",1,46.7414469,10.7011843,Italia,703,NA
"688",1,46.7397431,10.6903841,Italia,728,NA
"689",1,46.7137271,10.6332076,Italia,678,NA
"690",1,44.1078397,9.7304458,Italia,750,NA
"691",1,44.1249979,11.0339973,Italia,NA,NA
"692",1,40.9918802,14.7300971,Italia,669,NA
"693",1,45.9143603,12.853582,Italia,670,201
"694",1,46.0645666,11.0952081,Italia,608,209
"695",1,44.8021863,7.1340795,Italia,702,NA
"696",1,40.9922749,8.908277,Italia,614,NA
"697",1,41.9047405,12.5005907,Italia,685,NA
"698",1,46.4983196,11.3607826,Italia,706,NA
"699",1,44.8428353,11.6194531,Italia,782,NA
"700",1,43.2967852,13.4562209,Italia,820,177
"701",1,45.7561048,13.4995507,Italia,657,NA
"702",1,43.2745961,11.9903531,Italia,704,NA
"703",1,43.2747184,11.98907,Italia,769,NA
"704",1,43.5293599,11.4257767,Italia,NA,NA
"705",1,41.0927176,16.8526351,Italia,663,NA
"706",1,41.8659401,13.6244087,Italia,803,NA
"707",1,45.8859325,10.842617,Italia,745,168
"708",1,41.9265659,12.4579569,Italia,764,NA
"709",1,45.0747916,7.3584742,Italia,658,NA
"710",1,44.822909,10.3349421,Italia,765,NA
"711",1,41.9029896,12.5054458,Italia,847,NA
"712",1,42.8574715,13.5717185,Italia,753,NA
"713",1,41.8967377,12.5040392,Italia,816,223
"714",1,44.5850211,10.033637,Italia,771,NA
"715",1,37.501086,15.0754116,Italia,737,NA
"716",1,45.6686901,10.6498758,Italia,644,217
"717",1,45.6358413,10.6127442,Italia,643,NA
"718",1,45.6373787,10.6121069,Italia,645,NA
"719",1,46.0434438,12.2286366,Italia,738,NA
"720",1,44.2122638,11.4731589,Italia,NA,NA
"721",1,43.775804,11.25774,Italia,665,NA
"722",1,45.7664285,13.3658798,Italia,781,NA
"723",1,44.4795501,9.9496117,Italia,763,NA
"724",1,46.0503993,12.1906963,Italia,775,NA
"725",1,45.3778542,11.8894473,Italia,747,173
"726",1,45.4059238,8.0946109,Italia,762,NA
"727",1,45.3663508,8.1744823,Italia,621,NA
"728",1,45.8183697,6.9647865,Italia,618,NA
"729",1,45.8185146,6.9636531,Italia,836,NA
"730",1,45.0332964,6.7742472,Italia,713,NA
"731",1,46.0831354,8.7516157,Italia,617,NA
"732",1,42.4984174,12.9981513,Italia,826,NA
"733",1,46.6759109,10.620244,Italia,668,NA
"734",1,46.6470216,10.6075177,Italia,840,NA
"735",1,46.6546661,10.6010822,Italia,640,NA
"736",1,40.4781239,17.2266319,Italia,766,205
"737",1,45.7461807,7.0090686,Italia,804,NA
"738",1,45.5454396,12.277862,Italia,615,NA
"739",1,45.6968115,7.1857937,Italia,616,NA
"740",1,45.425803,12.3360458,Italia,839,NA
"741",1,45.4008939,11.8711398,Italia,751,NA
"742",1,42.8964898,11.767474,Italia,734,NA
"743",1,42.1052914,12.8268492,Italia,NA,NA
"744",1,43.2926029,13.4577125,Italia,666,218
"745",1,44.651214,10.9286212,Italia,797,NA
"746",1,42.7468467,10.4008766,Italia,607,NA
"747",1,44.4763897,10.0886176,Italia,773,NA
"748",1,45.7678993,7.5808941,Italia,719,NA
"749",1,46.3355656,11.2898968,Italia,707,NA
"750",1,46.894208,11.3821197,Italia,708,NA
"751",1,46.8976218,11.4316512,Italia,709,NA
"752",1,45.6338102,7.7425905,Italia,672,NA
"753",1,44.9180726,8.6150391,Italia,798,NA
"754",1,38.4701401,16.4495411,Italia,667,NA
"755",1,45.8740994,7.4230671,Italia,710,NA
"756",1,45.4712518,10.8581377,Italia,NA,NA
"757",1,40.3050046,14.9494462,Italia,834,NA
"758",1,44.0974926,9.7758653,Italia,833,NA
"759",1,43.5388634,10.9282561,Italia,651,NA
"760",1,45.7597067,11.7346474,Italia,664,NA
"761",1,40.1018588,15.3931906,Italia,761,NA
"762",1,45.1794501,10.6813177,Italia,760,NA
"763",1,45.6539363,12.2517192,Italia,841,NA
"764",1,45.6519564,12.3032176,Italia,828,NA
"765",1,41.3733539,14.5082866,Italia,636,NA
"766",1,41.3791667,14.4985761,Italia,824,NA
"767",1,37.0682175,15.2816598,Italia,725,190
"768",1,41.9352399,12.584504,Italia,811,185
"769",1,45.0569725,7.6517465,Italia,696,NA
"770",1,45.2394497,11.7551273,Italia,838,NA
"771",1,41.097994,16.8912849,Italia,647,NA
"772",1,45.2044675,11.4077092,Italia,768,NA
"773",1,43.0184459,12.4420094,Italia,611,NA
"774",1,43.0149629,12.4525665,Italia,612,NA
"775",1,44.4132624,8.9639852,Italia,802,207
"776",1,43.7778327,11.2511425,Italia,742,NA
"777",1,40.8989575,8.6837912,Italia,767,175
"778",1,40.738917,8.152113,Italia,681,180
"779",1,40.5947208,8.2819963,Italia,757,NA
"780",1,40.594657,8.280221,Italia,679,170
"781",1,40.2908273,8.4791665,Italia,792,NA
"782",1,46.8201431,11.876799,Italia,809,NA
"783",1,43.1124921,12.3914956,Italia,777,220
"784",1,44.4934687,11.3131721,Italia,NA,NA
"785",1,43.724316,10.3974852,Italia,694,187
"786",1,41.0127084,15.8733526,Italia,610,NA
"787",1,42.882509,13.9163133,Italia,NA,NA
"788",1,42.0846009,12.7896101,Italia,613,NA
"789",1,42.6717831,13.4657074,Italia,759,NA
"790",1,42.7374725,13.5546741,Italia,774,NA
"791",1,43.7220616,10.4058076,Italia,810,NA
"792",1,41.5489533,12.9832248,Italia,NA,NA
"793",1,45.4583635,9.2048269,Italia,850,211
"794",1,45.83723,11.4638646,Italia,619,NA
"795",1,40.6261598,14.3824339,Italia,687,NA
"796",1,40.6296891,14.4807959,Italia,682,NA
"797",1,38.1196688,13.3554482,Italia,603,NA
"798",1,37.8218883,15.2639312,Italia,676,NA
"799",1,42.6932277,11.8159944,Italia,716,NA
"800",1,40.5060475,15.7211846,Italia,823,NA
"801",1,45.4612342,9.2269339,Italia,701,NA
"802",1,38.0012977,14.0721717,Italia,837,NA
"803",1,45.4674552,12.5369606,Italia,652,NA
"804",1,46.1489251,9.331083,Italia,780,NA
"805",1,45.489959,9.2258484,Italia,642,NA
"806",1,46.2578047,12.0426624,Italia,794,NA
"807",1,44.1670681,9.613624,Italia,735,195
"808",1,45.8182898,9.0638951,Italia,806,200
"809",1,44.4817912,9.2422717,Italia,822,NA
"810",1,45.4532848,9.184479,Italia,787,198
"811",1,45.6066393,7.6870705,Italia,790,NA
"812",1,40.667416,16.6112927,Italia,789,164
"813",1,44.052176,9.8355258,Italia,656,NA
"814",1,45.0296215,6.9601156,Italia,648,NA
"815",1,41.8347437,12.9731611,Italia,737,NA
"816",1,43.1584638,12.6010877,Italia,783,NA
"817",1,43.1331502,10.6529528,Italia,812,NA
"818",1,43.7808372,11.2787103,Italia,684,NA
"819",1,44.4104933,8.9333542,Italia,727,192
"820",1,41.8263648,12.8387166,Italia,848,NA
"821",1,39.8978779,8.4245593,Italia,690,183
"822",1,40.966249,15.1411396,Italia,650,NA
"823",1,45.6299699,7.0625517,Italia,720,NA
"824",1,42.0157719,12.9096283,Italia,733,NA
"825",1,45.4608716,9.1810916,Italia,744,NA
"826",1,40.8515665,14.2536342,Italia,784,NA
"827",1,44.4121171,8.9276928,Italia,637,NA
"828",1,46.0156547,9.2360705,Italia,176,NA
"829",1,44.8354061,12.1674975,Italia,796,NA
"830",1,43.2866044,11.9582553,Italia,769,NA
"831",1,40.7344021,13.8574045,Italia,649,NA
"832",1,43.5049773,12.7255155,Italia,NA,NA
"833",1,43.5167422,12.7274896,Italia,NA,NA
"834",1,44.5804517,9.8684379,Italia,778,NA
"835",1,43.3913841,13.1323848,Italia,700,NA
"836",1,43.1345914,12.4441222,Italia,845,NA
"837",1,40.8387471,8.4015102,Italia,699,NA
"838",1,45.0884849,7.6904594,Italia,633,171
"839",1,39.2162163,9.1140867,Italia,689,182
"840",1,43.7680076,11.2451778,Italia,800,NA
"841",1,44.4825669,7.1796898,Italia,815,NA
"842",1,42.9942895,12.5826689,Italia,717,NA
"843",1,45.4678125,12.5392403,Italia,NA,NA
"844",1,46.4408846,12.3851887,Italia,791,NA
"845",1,45.4788654,12.2285128,Italia,176,NA
"846",1,43.0646194,12.5925963,Italia,844,NA
"847",1,44.4160846,12.2223668,Italia,764,NA
"848",1,45.0579413,7.6824637,Italia,832,169
"849",1,36.8924839,15.0714612,Italia,776,NA
"850",1,45.4253671,12.3332008,Italia,686,NA
"851",1,37.5062972,15.0861457,Italia,695,188
"852",1,43.7069582,10.4044028,Italia,693,186
"853",1,46.0614753,10.0470465,Italia,740,NA
"854",1,45.8898901,11.0421989,Italia,779,NA
"855",1,45.4428858,10.6827589,Italia,623,219
"856",1,45.535741,10.2157925,Italia,622,NA
"857",1,41.8975347,12.5015854,Italia,620,NA
"858",1,45.4376705,10.714133,Italia,818,NA
"859",1,43.1345061,10.6753679,Italia,NA,NA
"860",1,45.4226948,10.6683404,Italia,817,219
"861",1,46.8945794,11.3784192,Italia,729,NA
"862",1,43.0764215,11.6809911,Italia,714,191
"863",1,41.8906658,12.5029522,Italia,661,NA
"864",1,45.5895114,11.5271133,Italia,634,NA
"865",1,41.2866865,15.764748,Italia,NA,NA
"866",1,45.9147789,8.6174458,Italia,749,167
"867",1,40.8403424,14.2553573,Italia,691,NA
"868",1,40.8401777,14.2551255,Italia,638,172
"869",1,42.9579984,12.7072593,Italia,795,202
"870",1,45.1948076,11.2639142,Italia,849,NA
"871",1,45.0039629,11.7681717,Italia,758,199
"872",1,42.9966795,11.5142479,Italia,830,NA
"873",1,45.0840811,10.9558687,Italia,755,NA
"874",1,44.064229,12.5814233,Italia,705,181
"875",1,42.0904605,14.2082743,Italia,726,NA
"876",1,40.8512016,14.2496935,Italia,624,NA
"877",1,43.6194165,11.6507439,Italia,NA,NA
"878",1,37.499019,15.0855165,Italia,660,NA
"879",1,36.724721,14.9120896,Italia,819,NA
"880",1,45.6342342,7.7432225,Italia,609,NA
"881",1,43.7898298,11.2905281,Italia,805,NA
"882",1,40.8518764,14.2661361,Italia,688,184
"883",1,41.7622544,15.7275477,Italia,732,NA
"884",1,38.0790712,13.5098702,Italia,730,NA
"885",1,43.2999421,13.4567877,Italia,743,166
"886",1,44.4944473,11.3673489,Italia,712,NA
"887",1,44.6085022,8.4869768,Italia,772,NA
"888",1,45.0668375,7.5035602,Italia,752,NA
"889",1,42.4419699,14.2492684,Italia,715,NA
"890",1,42.3511922,13.3857864,Italia,814,NA
"891",1,44.8500219,9.8646247,Italia,807,NA
"892",1,43.772118,11.250388,Italia,697,NA
"893",1,42.558472,12.4124,Italia,785,203
"894",1,41.8426451,12.5952807,Italia,671,NA
"895",1,41.0819256,8.3363778,Italia,829,NA
"896",1,40.85205,14.2560636,Italia,731,194
"897",1,45.4847028,9.2327536,Italia,683,NA
"898",1,46.317152,9.4048426,Italia,692,221
"899",1,45.4755294,9.1922647,Italia,831,208
"900",1,45.1775399,9.1510583,Italia,799,206
"901",1,45.4847314,9.162926,Italia,677,179
"902",1,38.9536355,16.3879128,Italia,630,NA
"903",1,41.7317895,12.2713433,Italia,721,189
"904",1,44.8197398,11.623588,Italia,646,NA
"905",1,37.8524294,15.2819655,Italia,628,NA
"906",1,38.9624268,16.3854489,Italia,626,193
"907",1,45.4208345,11.8866417,Italia,655,NA
"908",1,45.4243447,12.3318273,Italia,NA,NA
"909",1,44.4983212,11.3466819,Italia,631,NA
"910",1,45.7947454,9.0808113,Italia,821,215
"911",1,41.8982322,12.5020193,Italia,606,NA
"912",1,43.5468078,10.9579045,Italia,801,222
"913",1,45.6609804,7.6887573,Italia,632,NA
"914",1,38.1150765,13.3677872,Italia,627,213
"915",1,38.1158063,13.3638485,Italia,680,212
"916",1,45.4438856,12.3311779,Italia,654,NA
"917",1,44.9170284,8.6191136,Italia,746,NA
"918",1,45.4173553,12.0309837,Italia,808,NA
"919",1,45.3921199,12.1551616,Italia,739,NA
"920",1,45.392843,11.906691,Italia,748,NA
"921",1,44.4158556,11.9730069,Italia,737,NA
"922",1,44.4098259,8.9353545,Italia,736,196
"923",1,37.9048239,15.3347698,Italia,629,NA
"924",1,37.9106785,15.3444643,Italia,722,NA
"925",1,44.9865282,10.607965,Italia,NA,NA
"926",1,44.298172,10.4278066,Italia,786,204
"927",1,44.4114094,7.2793259,Italia,718,210
"928",1,37.5684347,14.2775086,Italia,641,174
"929",1,41.8778419,12.478619,Italia,625,216
"930",1,43.7702402,11.2550551,Italia,698,NA
"931",1,46.8942453,11.3824145,Italia,708,NA
"932",1,44.2125012,9.5546317,Italia,741,NA
"933",1,43.3902214,11.2235441,Italia,653,NA
"934",1,43.3163976,11.3372367,Italia,604,NA
"935",1,43.5625049,11.3540977,Italia,813,NA
"936",1,46.5976353,11.6788081,Italia,639,NA
"937",1,44.8070499,9.3408465,Italia,788,NA
"938",1,46.3603276,11.9159945,Italia,673,178
"939",1,41.9073158,12.4842829,Italia,605,NA
"940",1,43.6067926,13.4990366,Italia,764,197
"941",1,45.6546274,12.9470479,Italia,770,NA
"942",1,45.9846813,9.2234887,Italia,827,214
"943",1,43.0605307,11.6032117,Italia,662,NA
"944",1,37.958879,12.9584532,Italia,659,NA
"945",1,37.9425159,14.6326776,Italia,842,NA
"946",1,37.5031615,15.0874252,Italia,754,NA
"947",1,43.7966772,11.8904997,Italia,724,NA
"948",1,45.4259906,12.336477,Italia,675,165
"949",1,44.4064856,8.9366821,Italia,711,NA
"950",1,44.4064739,8.9367062,Italia,723,NA
"951",1,44.2724951,11.6036294,Italia,756,NA
"952",1,44.4053722,8.9423905,Italia,635,176
